"","st","countyid","county_name","fcc_broadband","usage"
"569","ID","6035","Clearwater County","0.5075","0.107"
"570","ID","6037","Custer County","0.8106","0.183"
"571","ID","6039","Elmore County","0.77","0.346"
"572","ID","6041","Franklin County","0.9448","0.225"
"573","ID","6043","Fremont County","0.9536","0.178"
"574","ID","6045","Gem County","0.9737","0.283"
"575","ID","6047","Gooding County","0.983","0.133"
"576","ID","6049","Idaho County","0.726","0.422"
"577","ID","6051","Jefferson County","0.9304","0.255"
"578","ID","6053","Jerome County","0.9961","0.374"
"579","ID","6055","Kootenai County","0.9879","0.742"
"580","ID","6057","Latah County","0.8062","0.763"
"581","ID","6059","Lemhi County","0.5635","0.14"
"582","ID","6061","Lewis County","0.2947","0.004"
"583","ID","6063","Lincoln County","0.9076","0.133"
"584","ID","6065","Madison County","0.9905","0.77"
"585","ID","6067","Minidoka County","0.9983","0.279"
"586","ID","6069","Nez Perce County","0.8671","0.87"
"587","ID","6071","Oneida County","0.8411","0.463"
"588","ID","6073","Owyhee County","0.8013","0.197"
"589","ID","6075","Payette County","0.9515","0.537"
"590","ID","6077","Power County","0.929","0.163"
"591","ID","6079","Shoshone County","0.7137","0.085"
"592","ID","6081","Teton County","0.9137","0.49"
"593","ID","6083","Twin Falls County","0.9835","0.802"
"594","ID","6085","Valley County","0.721","0.629"
"595","ID","6087","Washington County","0.8907","0.19"
"596","IL","7001","Adams County","0.9007","0.558"
"597","IL","7003","Alexander County","0.0009","0.104"
"598","IL","7005","Bond County","1","0.173"
"599","IL","7007","Boone County","0.9712","0.436"
"600","IL","7009","Brown County","0.799","0.315"
"601","IL","7011","Bureau County","1","0.382"
"602","IL","7013","Calhoun County","0.7341","0.058"
"603","IL","7015","Carroll County","0.9169","0.248"
"604","IL","7017","Cass County","0.9333","0.214"
"605","IL","7019","Champaign County","0.9683","0.525"
"606","IL","7021","Christian County","1","0.386"
"607","IL","7023","Clark County","0.8075","0.2"
"608","IL","7025","Clay County","0.8609","0.587"
"609","IL","7027","Clinton County","0.9996","0.222"
"610","IL","7029","Coles County","0.8989","0.33"
"611","IL","7031","Cook County","0.9921","0.637"
"612","IL","7033","Crawford County","0.7916","0.233"
"613","IL","7035","Cumberland County","0.561","0.116"
"614","IL","7037","DeKalb County","0.965","0.54"
"615","IL","7039","De Witt County","0.8786","0.309"
"616","IL","7041","Douglas County","0.8263","0.428"
"617","IL","7043","DuPage County","0.993","0.883"
"618","IL","7045","Edgar County","0.9221","0.173"
"619","IL","7047","Edwards County","0.7801","0.188"
"620","IL","7049","Effingham County","0.9528","0.586"
"621","IL","7051","Fayette County","0.5575","0.198"
"622","IL","7053","Ford County","0.8982","0.349"
"623","IL","7055","Franklin County","0.9816","0.235"
"624","IL","7057","Fulton County","0.807","0.265"
"625","IL","7059","Gallatin County","0.9188","0.216"
"626","IL","7061","Greene County","0.9088","0.12"
"627","IL","7063","Grundy County","0.9998","0.547"
"628","IL","7065","Hamilton County","0.7554","0.289"
"629","IL","7067","Hancock County","0.8081","0.3"
"630","IL","7069","Hardin County","1","0.377"
"631","IL","7071","Henderson County","1","0.228"
"632","IL","7073","Henry County","1","0.442"
"633","IL","7075","Iroquois County","0.7873","0.185"
"634","IL","7077","Jackson County","0.9996","0.35"
"635","IL","7079","Jasper County","0.5011","0.309"
"636","IL","7081","Jefferson County","0.9937","0.498"
"637","IL","7083","Jersey County","0.985","0.262"
"638","IL","7085","Jo Daviess County","0.8842","0.38"
"639","IL","7087","Johnson County","0.5514","0.168"
"640","IL","7089","Kane County","0.9907","0.716"
"641","IL","7091","Kankakee County","0.9775","0.534"
"642","IL","7093","Kendall County","0.9879","0.739"
"643","IL","7095","Knox County","1","0.478"
"644","IL","7097","Lake County","0.9908","0.771"
"645","IL","7099","LaSalle County","1","0.415"
"646","IL","7101","Lawrence County","0.7775","0.32"
"647","IL","7103","Lee County","1","0.347"
"648","IL","7105","Livingston County","1","0.334"
"649","IL","7107","Logan County","0.9351","0.424"
"650","IL","7109","McDonough County","0.9881","0.464"
"651","IL","7111","McHenry County","0.9971","0.726"
"652","IL","7113","McLean County","0.9764","0.662"
"653","IL","7115","Macon County","0.9936","0.636"
"654","IL","7117","Macoupin County","0.8394","0.279"
"655","IL","7119","Madison County","0.999","0.523"
"656","IL","7121","Marion County","0.923","0.444"
"657","IL","7123","Marshall County","1","0.177"
"658","IL","7125","Mason County","0.7953","0.18"
"659","IL","7127","Massac County","0.7344","0.106"
"660","IL","7129","Menard County","0.962","0.141"
"661","IL","7131","Mercer County","1","0.232"
"662","IL","7133","Monroe County","0.9844","0.743"
"663","IL","7135","Montgomery County","0.8669","0.294"
"664","IL","7137","Morgan County","0.8969","0.399"
"665","IL","7139","Moultrie County","0.9542","0.237"
"666","IL","7141","Ogle County","0.9593","0.281"
"667","IL","7143","Peoria County","1","0.564"
"668","IL","7145","Perry County","0.9591","0.295"
"669","IL","7147","Piatt County","0.9611","0.366"
"670","IL","7149","Pike County","0.875","0.285"
"671","IL","7151","Pope County","0.8391","0.308"
"672","IL","7153","Pulaski County","0.4489","0.11"
"673","IL","7155","Putnam County","1","0.168"
"674","IL","7157","Randolph County","0.9608","0.248"
"675","IL","7159","Richland County","0.7528","0.38"
"676","IL","7161","Rock Island County","1","0.471"
"677","IL","7163","St. Clair County","1","0.558"
"678","IL","7165","Saline County","0.8336","0.25"
"679","IL","7167","Sangamon County","0.9842","0.665"
"680","IL","7169","Schuyler County","0.6164","0.21"
"681","IL","7171","Scott County","0.9307","0.418"
"682","IL","7173","Shelby County","0.8972","0.242"
"683","IL","7175","Stark County","1","0.235"
"684","IL","7177","Stephenson County","0.9752","0.511"
"685","IL","7179","Tazewell County","0.9757","0.673"
"686","IL","7181","Union County","0.8032","0.206"
"687","IL","7183","Vermilion County","0.9459","0.371"
"688","IL","7185","Wabash County","0.8751","0.203"
"689","IL","7187","Warren County","1","0.226"
"690","IL","7189","Washington County","0.8827","0.201"
"691","IL","7191","Wayne County","0.9312","0.219"
"692","IL","7193","White County","0.8142","0.292"
"693","IL","7195","Whiteside County","1","0.462"
"694","IL","7197","Will County","0.9943","0.715"
"695","IL","7199","Williamson County","0.9238","0.529"
"696","IL","7201","Winnebago County","0.9832","0.663"
"697","IL","7203","Woodford County","1","0.62"
"698","IN","8001","Adams County","0.9999","0.273"
"699","IN","8003","Allen County","0.9911","0.605"
"700","IN","8005","Bartholomew County","0.9371","0.571"
"701","IN","8007","Benton County","0.9238","0.032"
"702","IN","8009","Blackford County","1","0.295"
"703","IN","8011","Boone County","0.9392","0.616"
"704","IN","8013","Brown County","0.9102","0.241"
"705","IN","8015","Carroll County","0.6315","0.167"
"706","IN","8017","Cass County","0.9383","0.231"
"707","IN","8019","Clark County","0.9646","0.619"
"708","IN","8021","Clay County","0.9458","0.386"
"709","IN","8023","Clinton County","0.9184","0.347"
"710","IN","8025","Crawford County","0.3453","0.054"
"711","IN","8027","Daviess County","0.9961","0.384"
"712","IN","8029","Dearborn County","0.9599","0.477"
"713","IN","8031","Decatur County","0.7557","0.359"
"714","IN","8033","DeKalb County","0.9825","0.387"
"715","IN","8035","Delaware County","1","0.397"
"716","IN","8037","Dubois County","0.7935","0.356"
"717","IN","8039","Elkhart County","0.9767","0.529"
"718","IN","8041","Fayette County","1","0.308"
"719","IN","8043","Floyd County","0.9916","0.728"
"720","IN","8045","Fountain County","0.8935","0.094"
"721","IN","8047","Franklin County","0.7032","0.196"
"722","IN","8049","Fulton County","1","0.369"
"723","IN","8051","Gibson County","0.8733","0.182"
"724","IN","8053","Grant County","0.9418","0.407"
"725","IN","8055","Greene County","0.8647","0.182"
"726","IN","8057","Hamilton County","0.9985","0.775"
"727","IN","8059","Hancock County","0.9905","0.808"
"728","IN","8061","Harrison County","0.9686","0.278"
"729","IN","8063","Hendricks County","0.972","0.708"
"730","IN","8065","Henry County","0.9834","0.157"
"731","IN","8067","Howard County","0.9627","0.652"
"732","IN","8069","Huntington County","0.9993","0.141"
"733","IN","8071","Jackson County","0.9875","0.582"
"734","IN","8073","Jasper County","0.8557","0.265"
"735","IN","8075","Jay County","0.9495","0.256"
"736","IN","8077","Jefferson County","0.8644","0.484"
"737","IN","8079","Jennings County","0.8202","0.241"
"738","IN","8081","Johnson County","0.9648","0.712"
"739","IN","8083","Knox County","1","0.702"
"740","IN","8085","Kosciusko County","0.9947","0.472"
"741","IN","8087","LaGrange County","0.685","0.089"
"742","IN","8089","Lake County","0.9976","0.63"
"743","IN","8091","LaPorte County","0.9949","0.732"
"744","IN","8093","Lawrence County","0.8562","0.253"
"745","IN","8095","Madison County","1","0.44"
"746","IN","8097","Marion County","0.9993","0.557"
"747","IN","8099","Marshall County","1","0.235"
"748","IN","8101","Martin County","0.8624","0.076"
"749","IN","8103","Miami County","0.952","0.382"
"750","IN","8105","Monroe County","0.9428","0.579"
"751","IN","8107","Montgomery County","0.7942","0.236"
"752","IN","8109","Morgan County","0.9481","0.405"
"753","IN","8111","Newton County","0.972","0.236"
"754","IN","8113","Noble County","0.8944","0.355"
"755","IN","8115","Ohio County","0.7971","0.169"
"756","IN","8117","Orange County","0.9115","0.379"
"757","IN","8119","Owen County","0.8175","0.184"
"758","IN","8121","Parke County","0.7417","0.152"
"759","IN","8123","Perry County","0.8366","0.357"
"760","IN","8125","Pike County","0.9471","0.079"
"761","IN","8127","Porter County","1","0.665"
"762","IN","8129","Posey County","0.7333","0.133"
"763","IN","8131","Pulaski County","0.7016","0.212"
"764","IN","8133","Putnam County","0.7649","0.446"
"765","IN","8135","Randolph County","0.9988","0.094"
"766","IN","8137","Ripley County","0.6632","0.299"
"767","IN","8139","Rush County","0.9941","0.137"
"768","IN","8141","St. Joseph County","0.994","0.507"
"769","IN","8143","Scott County","1","0.457"
"770","IN","8145","Shelby County","0.8156","0.383"
"771","IN","8147","Spencer County","0.7484","0.243"
"772","IN","8149","Starke County","0.9357","0.231"
"773","IN","8151","Steuben County","0.9512","0.299"
"774","IN","8153","Sullivan County","0.943","0.096"
"775","IN","8155","Switzerland County","0.2662","0.069"
"776","IN","8157","Tippecanoe County","0.9689","0.531"
"777","IN","8159","Tipton County","1","0.216"
"778","IN","8161","Union County","0.9991","0.111"
"779","IN","8163","Vanderburgh County","0.9887","0.531"
"780","IN","8165","Vermillion County","0.9655","0.175"
"781","IN","8167","Vigo County","0.9709","0.473"
"782","IN","8169","Wabash County","0.9986","0.118"
"783","IN","8171","Warren County","0.8863","0.102"
"784","IN","8173","Warrick County","0.8981","0.491"
"785","IN","8175","Washington County","0.9982","0.321"
"786","IN","8177","Wayne County","1","0.732"
"787","IN","8179","Wells County","0.9408","0.305"
"788","IN","8181","White County","0.915","0.572"
"789","IN","8183","Whitley County","1","0.256"
"790","IA","9001","Adair County","0.9074","0.188"
"791","IA","9003","Adams County","0.666","0.192"
"792","IA","9005","Allamakee County","0.8479","0.189"
"793","IA","9007","Appanoose County","0.983","0.31"
"794","IA","9009","Audubon County","0.9285","0.197"
"795","IA","9011","Benton County","0.9483","0.357"
"796","IA","9013","Black Hawk County","0.9993","0.636"
"797","IA","9015","Boone County","0.9867","0.303"
"798","IA","9017","Bremer County","0.9971","0.555"
"799","IA","9019","Buchanan County","0.943","0.435"
"800","IA","9021","Buena Vista County","0.993","0.389"
"801","IA","9023","Butler County","0.9861","0.253"
"802","IA","9025","Calhoun County","0.8388","0.2"
"803","IA","9027","Carroll County","0.938","0.487"
"804","IA","9029","Cass County","0.9929","0.392"
"805","IA","9031","Cedar County","0.8933","0.35"
"806","IA","9033","Cerro Gordo County","0.9997","0.666"
"807","IA","9035","Cherokee County","0.9529","0.329"
"808","IA","9037","Chickasaw County","0.979","0.245"
"809","IA","9039","Clarke County","0.8838","0.51"
"810","IA","9041","Clay County","0.9884","0.825"
"811","IA","9043","Clayton County","0.7814","0.384"
"812","IA","9045","Clinton County","0.9645","0.694"
"813","IA","9047","Crawford County","0.8869","0.212"
"814","IA","9049","Dallas County","0.9792","0.443"
"815","IA","9051","Davis County","0.8446","0.445"
"816","IA","9053","Decatur County","0.9452","0.301"
"817","IA","9055","Delaware County","0.9777","0.362"
"818","IA","9057","Des Moines County","0.9483","0.895"
"819","IA","9059","Dickinson County","0.9926","0.585"
"820","IA","9061","Dubuque County","0.989","0.567"
"821","IA","9063","Emmet County","0.9933","0.439"
"822","IA","9065","Fayette County","0.9226","0.202"
"823","IA","9067","Floyd County","0.9923","0.6"
"824","IA","9069","Franklin County","0.9892","0.185"
"825","IA","9071","Fremont County","0.9793","0.13"
"826","IA","9073","Greene County","0.9837","0.468"
"827","IA","9075","Grundy County","0.9992","0.316"
"828","IA","9077","Guthrie County","0.935","0.383"
"829","IA","9079","Hamilton County","0.9783","0.237"
"830","IA","9081","Hancock County","0.9771","0.481"
"831","IA","9083","Hardin County","0.9616","0.278"
"832","IA","9085","Harrison County","1","0.199"
"833","IA","9087","Henry County","0.8929","0.454"
"834","IA","9089","Howard County","0.979","0.236"
"835","IA","9091","Humboldt County","0.8523","0.223"
"836","IA","9093","Ida County","0.948","0.221"
"837","IA","9095","Iowa County","0.8527","0.398"
"838","IA","9097","Jackson County","0.9396","0.355"
"839","IA","9099","Jasper County","0.9119","0.581"
"840","IA","9101","Jefferson County","0.9995","0.746"
"841","IA","9103","Johnson County","0.9403","0.519"
"842","IA","9105","Jones County","0.9465","0.327"
"843","IA","9107","Keokuk County","0.8503","0.305"
"844","IA","9109","Kossuth County","0.9542","0.386"
"845","IA","9111","Lee County","0.9409","0.477"
"846","IA","9113","Linn County","0.9856","0.62"
"847","IA","9115","Louisa County","0.7747","0.143"
"848","IA","9117","Lucas County","0.9523","0.396"
"849","IA","9119","Lyon County","0.9682","0.5"
"850","IA","9121","Madison County","0.9771","0.231"
"851","IA","9123","Mahaska County","0.974","0.467"
"852","IA","9125","Marion County","0.9014","0.395"
"853","IA","9127","Marshall County","0.945","0.416"
"854","IA","9129","Mills County","1","0.229"
"855","IA","9131","Mitchell County","0.9923","0.432"
"856","IA","9133","Monona County","0.9973","0.197"
"857","IA","9135","Monroe County","0.9337","0.413"
"858","IA","9137","Montgomery County","0.9923","0.811"
"859","IA","9139","Muscatine County","0.9233","0.444"
"860","IA","9141","O'Brien County","1","0.652"
"861","IA","9143","Osceola County","0.973","0.32"
"862","IA","9145","Page County","0.9171","0.44"
"863","IA","9147","Palo Alto County","0.966","0.4"
"864","IA","9149","Plymouth County","0.977","0.494"
"865","IA","9151","Pocahontas County","0.8618","0.313"
"866","IA","9153","Polk County","0.9738","0.579"
"867","IA","9155","Pottawattamie County","1","0.42"
"868","IA","9157","Poweshiek County","0.7889","0.471"
"869","IA","9159","Ringgold County","0.5911","0.215"
"870","IA","9161","Sac County","0.8985","0.282"
"871","IA","9163","Scott County","0.9804","0.698"
"872","IA","9165","Shelby County","0.9969","0.574"
"873","IA","9167","Sioux County","0.9933","0.632"
"874","IA","9169","Story County","0.9542","0.465"
"875","IA","9171","Tama County","0.8737","0.338"
"876","IA","9173","Taylor County","0.6978","0.118"
"877","IA","9175","Union County","0.9336","0.353"
"878","IA","9177","Van Buren County","0.7442","0.206"
"879","IA","9179","Wapello County","0.9445","0.602"
"880","IA","9181","Warren County","0.934","0.349"
"881","IA","9183","Washington County","0.9013","0.362"
"882","IA","9185","Wayne County","1","0.299"
"883","IA","9187","Webster County","0.9675","0.525"
"884","IA","9189","Winnebago County","0.9996","0.54"
"885","IA","9191","Winneshiek County","0.8991","0.385"
"886","IA","9193","Woodbury County","0.9703","0.464"
"887","IA","9195","Worth County","0.9993","0.428"
"888","IA","9197","Wright County","0.9854","0.294"
"889","KS","0001","Allen County","1","0.58"
"890","KS","0003","Anderson County","1","0.179"
"891","KS","0005","Atchison County","0.815","0.337"
"892","KS","0007","Barber County","0.8762","0.287"
"893","KS","0009","Barton County","0.9306","0.427"
"894","KS","0011","Bourbon County","0.9922","0.353"
"895","KS","0013","Brown County","0.7952","0.385"
"896","KS","0015","Butler County","0.9448","0.44"
"897","KS","0017","Chase County","0.1847","0.101"
"898","KS","0019","Chautauqua County","0.2951","0.122"
"899","KS","0021","Cherokee County","0.9865","0.21"
"900","KS","0023","Cheyenne County","0.5201","0.271"
"901","KS","0025","Clark County","0.4734","0.246"
"902","KS","0027","Clay County","0.9898","0.501"
"903","KS","0029","Cloud County","0.9925","0.421"
"904","KS","0031","Coffey County","0.9998","0.546"
"905","KS","0033","Comanche County","0.7541","0.169"
"906","KS","0035","Cowley County","0.9543","0.569"
"907","KS","0037","Crawford County","0.9595","0.735"
"908","KS","0039","Decatur County","0.7329","0.163"
"909","KS","0041","Dickinson County","0.9081","0.266"
"910","KS","0043","Doniphan County","0.8174","0.232"
"911","KS","0045","Douglas County","1","0.598"
"912","KS","0047","Edwards County","0.6934","0.108"
"913","KS","0049","Elk County","0.8866","0.402"
"914","KS","0051","Ellis County","0.9966","0.545"
"915","KS","0053","Ellsworth County","0.8877","0.317"
"916","KS","0055","Finney County","0.9939","0.474"
"917","KS","0057","Ford County","0.8317","0.456"
"918","KS","0059","Franklin County","1","0.384"
"919","KS","0061","Geary County","0.8476","0.608"
"920","KS","0063","Gove County","0.7147","0.168"
"921","KS","0065","Graham County","0.9855","0.242"
"922","KS","0067","Grant County","1","0.399"
"923","KS","0069","Gray County","0.8093","0.345"
"924","KS","0071","Greeley County","0.961","0.171"
"925","KS","0073","Greenwood County","0.3872","0.184"
"926","KS","0075","Hamilton County","1","0.386"
"927","KS","0077","Harper County","0.9925","0.363"
"928","KS","0079","Harvey County","0.9999","0.582"
"929","KS","0081","Haskell County","0.9841","0.218"
"930","KS","0083","Hodgeman County","0.6237","0.046"
"931","KS","0085","Jackson County","0.9278","0.216"
"932","KS","0087","Jefferson County","0.9743","0.133"
"933","KS","0089","Jewell County","0.9705","0.463"
"934","KS","0091","Johnson County","0.9997","0.72"
"935","KS","0093","Kearny County","0.9997","0.274"
"936","KS","0095","Kingman County","0.8788","0.232"
"937","KS","0097","Kiowa County","0.7899","0.247"
"938","KS","0099","Labette County","0.7649","0.299"
"939","KS","0101","Lane County","0.9798","0.098"
"940","KS","0103","Leavenworth County","0.9636","0.614"
"941","KS","0105","Lincoln County","0.8609","0.31"
"942","KS","0107","Linn County","1","0.19"
"943","KS","0109","Logan County","0.8923","0.366"
"944","KS","0111","Lyon County","0.9987","0.503"
"945","KS","0113","McPherson County","0.8303","0.654"
"946","KS","0115","Marion County","0.9076","0.25"
"947","KS","0117","Marshall County","0.9756","0.387"
"948","KS","0119","Meade County","0.001","0.141"
"949","KS","0121","Miami County","1","0.307"
"950","KS","0123","Mitchell County","0.9928","0.593"
"951","KS","0125","Montgomery County","0.9617","0.504"
"952","KS","0127","Morris County","0.9729","0.362"
"953","KS","0129","Morton County","1","0.251"
"954","KS","0131","Nemaha County","0.7369","0.271"
"955","KS","0133","Neosho County","0.9749","0.36"
"956","KS","0135","Ness County","0.8876","0.248"
"957","KS","0137","Norton County","0.7474","0.508"
"958","KS","0139","Osage County","1","0.171"
"959","KS","0141","Osborne County","0.9798","0.657"
"960","KS","0143","Ottawa County","0.8129","0.198"
"961","KS","0145","Pawnee County","0.9012","0.237"
"962","KS","0147","Phillips County","0.7572","0.687"
"963","KS","0149","Pottawatomie County","0.97","0.617"
"964","KS","0151","Pratt County","0.7943","0.884"
"965","KS","0153","Rawlins County","0.4617","0.199"
"966","KS","0155","Reno County","0.9656","0.407"
"967","KS","0157","Republic County","0.9312","0.284"
"968","KS","0159","Rice County","0.7795","0.201"
"969","KS","0161","Riley County","0.8863","0.522"
"970","KS","0163","Rooks County","0.8709","0.603"
"971","KS","0165","Rush County","0.8317","0.486"
"972","KS","0167","Russell County","0.9936","0.442"
"973","KS","0169","Saline County","0.9177","0.764"
"974","KS","0171","Scott County","0.9998","0.202"
"975","KS","0173","Sedgwick County","0.9863","0.645"
"976","KS","0175","Seward County","0.5745","0.213"
"977","KS","0177","Shawnee County","1","0.534"
"978","KS","0179","Sheridan County","0.7652","0.383"
"979","KS","0181","Sherman County","0.8655","0.324"
"980","KS","0183","Smith County","0.8758","0.703"
"981","KS","0185","Stafford County","0.7305","0.2"
"982","KS","0187","Stanton County","1","0.198"
"983","KS","0189","Stevens County","0.9872","0.426"
"984","KS","0191","Sumner County","0.9284","0.239"
"985","KS","0193","Thomas County","0.9025","0.414"
"986","KS","0195","Trego County","0.8816","0.437"
"987","KS","0197","Wabaunsee County","0.6707","0.183"
"988","KS","0199","Wallace County","0.53","0.247"
"989","KS","0201","Washington County","0.7952","0.358"
"990","KS","0203","Wichita County","0.9519","0.178"
"991","KS","0205","Wilson County","1","0.119"
"992","KS","0207","Woodson County","0.9175","0.105"
"993","KS","0209","Wyandotte County","0.9979","0.549"
"994","KY","1001","Adair County","0.7839","0.314"
"995","KY","1003","Allen County","0.9891","0.379"
"996","KY","1005","Anderson County","0.9866","0.422"
"997","KY","1007","Ballard County","0.7968","0.415"
"998","KY","1009","Barren County","0.8386","0.446"
"999","KY","1011","Bath County","0.9871","0.138"
"1000","KY","1013","Bell County","0.9849","0.379"
"1001","KY","1015","Boone County","0.9925","0.624"
"1002","KY","1017","Bourbon County","0.9946","0.372"
"1003","KY","1019","Boyd County","0.9737","0.577"
"1004","KY","1021","Boyle County","0.9924","0.548"
"1005","KY","1023","Bracken County","0.9889","0.118"
"1006","KY","1025","Breathitt County","0.6861","0.094"
"1007","KY","1027","Breckinridge County","0.7461","0.139"
"1008","KY","1029","Bullitt County","0.9944","0.702"
"1009","KY","1031","Butler County","0.2708","0.059"
"1010","KY","1033","Caldwell County","0.6835","0.15"
"1011","KY","1035","Calloway County","0.9557","0.525"
"1012","KY","1037","Campbell County","0.994","0.583"
"1013","KY","1039","Carlisle County","0.9599","0.106"
"1014","KY","1041","Carroll County","0.8164","0.529"
"1015","KY","1043","Carter County","0.8975","0.579"
"1016","KY","1045","Casey County","0.9211","0.033"
"1017","KY","1047","Christian County","0.8719","0.496"
"1018","KY","1049","Clark County","0.9664","0.43"
"1019","KY","1051","Clay County","0.9735","0.26"
"1020","KY","1053","Clinton County","0.9208","0.129"
"1021","KY","1055","Crittenden County","0.662","0.048"
"1022","KY","1057","Cumberland County","0.5718","0.17"
"1023","KY","1059","Daviess County","0.905","0.533"
"1024","KY","1061","Edmonson County","0.8961","0.139"
"1025","KY","1063","Elliott County","1","0.206"
"1026","KY","1065","Estill County","0.9747","0.197"
"1027","KY","1067","Fayette County","0.9974","0.619"
"1028","KY","1069","Fleming County","0.9926","0.353"
"1029","KY","1071","Floyd County","0.9417","0.243"
"1030","KY","1073","Franklin County","0.9946","0.381"
"1031","KY","1075","Fulton County","0.6264","0.083"
"1032","KY","1077","Gallatin County","0.8629","0.273"
"1033","KY","1079","Garrard County","0.9184","0.103"
"1034","KY","1081","Grant County","0.9594","0.381"
"1035","KY","1083","Graves County","0.9483","0.623"
"1036","KY","1085","Grayson County","0.9031","0.153"
"1037","KY","1087","Green County","0.879","0.199"
"1038","KY","1089","Greenup County","0.9558","0.2"
"1039","KY","1091","Hancock County","0.1833","0.051"
"1040","KY","1093","Hardin County","0.9998","0.712"
"1041","KY","1095","Harlan County","0.909","0.102"
"1042","KY","1097","Harrison County","0.9988","0.208"
"1043","KY","1099","Hart County","0.9056","0.214"
"1044","KY","1101","Henderson County","0.8923","0.533"
"1045","KY","1103","Henry County","0.8416","0.073"
"1046","KY","1105","Hickman County","0.3247","0.134"
"1047","KY","1107","Hopkins County","0.8195","0.344"
"1048","KY","1109","Jackson County","0.9999","0.382"
"1049","KY","1111","Jefferson County","0.9998","0.579"
"1050","KY","1113","Jessamine County","0.9855","0.408"
"1051","KY","1115","Johnson County","0.9877","0.388"
"1052","KY","1117","Kenton County","0.9951","0.618"
"1053","KY","1119","Knott County","0.9923","0.267"
"1054","KY","1121","Knox County","0.9489","0.284"
"1055","KY","1123","Larue County","0.8753","0.362"
"1056","KY","1125","Laurel County","0.9882","0.611"
"1057","KY","1127","Lawrence County","1","0.327"
"1058","KY","1129","Lee County","0.4539","0.091"
"1059","KY","1131","Leslie County","0.7925","0.091"
"1060","KY","1133","Letcher County","0.9672","0.151"
"1061","KY","1135","Lewis County","0.9159","0.064"
"1062","KY","1137","Lincoln County","0.7891","0.064"
"1063","KY","1139","Livingston County","0.8314","0.099"
"1064","KY","1141","Logan County","0.7192","0.31"
"1065","KY","1143","Lyon County","0.2823","0.078"
"1066","KY","1145","McCracken County","0.9775","0.524"
"1067","KY","1147","McCreary County","1","0.243"
"1068","KY","1149","McLean County","0.5062","0.061"
"1069","KY","1151","Madison County","0.9589","0.475"
"1070","KY","1153","Magoffin County","1","0.329"
"1071","KY","1155","Marion County","0.9091","0.27"
"1072","KY","1157","Marshall County","0.9687","0.379"
"1073","KY","1159","Martin County","0.819","0.307"
"1074","KY","1161","Mason County","1","0.227"
"1075","KY","1163","Meade County","1","0.638"
"1076","KY","1165","Menifee County","1","0.249"
"1077","KY","1167","Mercer County","0.9891","0.28"
"1078","KY","1169","Metcalfe County","0.7605","0.167"
"1079","KY","1171","Monroe County","0.8813","0.093"
"1080","KY","1173","Montgomery County","0.9998","0.447"
"1081","KY","1175","Morgan County","1","0.49"
"1082","KY","1177","Muhlenberg County","0.8033","0.26"
"1083","KY","1179","Nelson County","0.9592","0.393"
"1084","KY","1181","Nicholas County","1","0.043"
"1085","KY","1183","Ohio County","0.4722","0.17"
"1086","KY","1185","Oldham County","0.9858","0.52"
"1087","KY","1187","Owen County","0.8985","0.164"
"1088","KY","1189","Owsley County","1","0.374"
"1089","KY","1191","Pendleton County","0.8523","0.281"
"1090","KY","1193","Perry County","0.9736","0.132"
"1091","KY","1195","Pike County","0.9396","0.321"
"1092","KY","1197","Powell County","0.7597","0.168"
"1093","KY","1199","Pulaski County","0.981","0.441"
"1094","KY","1201","Robertson County","1","0.088"
"1095","KY","1203","Rockcastle County","0.9521","0.116"
"1096","KY","1205","Rowan County","0.9901","0.319"
"1097","KY","1207","Russell County","0.8605","0.606"
"1098","KY","1209","Scott County","0.9882","0.5"
"1099","KY","1211","Shelby County","0.998","0.516"
"1100","KY","1213","Simpson County","0.6808","0.477"
"1101","KY","1215","Spencer County","0.993","0.197"
"1102","KY","1217","Taylor County","0.9391","0.32"
"1103","KY","1219","Todd County","0.4946","0.076"
"1104","KY","1221","Trigg County","0.6974","0.277"
"1105","KY","1223","Trimble County","0.8323","0.072"
"1106","KY","1225","Union County","0.8097","0.29"
"1107","KY","1227","Warren County","0.934","0.511"
"1108","KY","1229","Washington County","0.8402","0.117"
"1109","KY","1231","Wayne County","0.8306","0.178"
"1110","KY","1233","Webster County","0.6295","0.093"
"1111","KY","1235","Whitley County","0.9653","0.483"
"1112","KY","1237","Wolfe County","1","0.201"
"1113","KY","1239","Woodford County","0.9909","0.38"
"1114","LA","2001","Acadia Parish","0.7202","0.22"
"1115","LA","2003","Allen Parish","0.6107","0.115"
"1116","LA","2005","Ascension Parish","0.9878","0.692"
"1117","LA","2007","Assumption Parish","0.9886","0.157"
"1118","LA","2009","Avoyelles Parish","0.726","0.13"
"1119","LA","2011","Beauregard Parish","0.4305","0.257"
"1120","LA","2013","Bienville Parish","0.2124","0.056"
"1121","LA","2015","Bossier Parish","0.874","0.584"
"1122","LA","2017","Caddo Parish","0.9619","0.418"
"1123","LA","2019","Calcasieu Parish","0.8958","0.321"
"1124","LA","2021","Caldwell Parish","0.5206","0.212"
"1125","LA","2023","Cameron Parish","0.0184","0.134"
"1126","LA","2025","Catahoula Parish","0.2629","0.025"
"1127","LA","2027","Claiborne Parish","0.4999","0.081"
"1128","LA","2029","Concordia Parish","0.7605","0.095"
"1129","LA","2031","De Soto Parish","0.7241","0.139"
"1130","LA","2033","East Baton Rouge Parish","1","0.546"
